Date,Electricity Demand
2024/11/21,22576.38941
2024/11/22,22644.14342
2024/11/23,22997.93611
2024/11/24,22753.69576
2024/11/25,22235.13483
2024/11/26,22594.15129
2024/11/27,23168.81162
2024/11/28,23948.46514
2024/11/29,24047.47493
2024/11/30,24057.38948
2024/12/1,24039.76202
2024/12/2,23604.48006
2024/12/3,24557.51571
2024/12/4,25119.24987
2024/12/5,25184.16546
2024/12/6,25275.3734
2024/12/7,25469.03349
2024/12/8,24847.77918
2024/12/9,24570.70438
2024/12/10,24946.89775
2024/12/11,24835.87012
2024/12/12,25157.8303
2024/12/13,25500.89352
2024/12/14,25688.52388
2024/12/15,24920.94866
2024/12/16,24557.9989
2024/12/17,25471.79694
2024/12/18,25938.45552
2024/12/19,26055.36777
2024/12/20,26193.25903
2024/12/21,26073.10825
2024/12/22,25605.95836
2024/12/23,25144.62377
2024/12/24,25972.46312
2024/12/25,25934.67205
2024/12/26,25409.94618
2024/12/27,25907.52293
2024/12/28,25891.70048
2024/12/29,25385.37005
2024/12/30,24999.60748
2024/12/31,25071.82734
2025/1/1,23947.75376
2025/1/2,23403.04016
2025/1/3,23987.09396
2025/1/4,24553.28774
2025/1/5,24309.86918
2025/1/6,24574.71539
2025/1/7,25258.01032
2025/1/8,25614.18075
2025/1/9,26126.96736
2025/1/10,26443.42706
2025/1/11,26148.52194
2025/1/12,25511.52709
2025/1/13,24820.28894
2025/1/14,26155.14127
2025/1/15,25657.57788
2025/1/16,25498.43514
2025/1/17,24885.77737
2025/1/18,24335.69507
2025/1/19,23535.37599
2025/1/20,23297.23478
2025/1/21,24098.59232
2025/1/22,24043.61604
2025/1/23,23941.14725
2025/1/24,23781.12256
2025/1/25,23600.9651
2025/1/26,22737.57087
2025/1/27,22388.03412
2025/1/28,21526.53244
2025/1/29,20998.46339
2025/1/30,19702.21219
2025/1/31,19973.26703
2025/2/1,20832.55821
2025/2/2,20879.95408
2025/2/3,21032.17561
2025/2/4,21826.4045
2025/2/5,22587.73376
2025/2/6,23793.53288
2025/2/7,24292.73828
2025/2/8,24716.83104
2025/2/9,24415.90897
2025/2/10,24086.78761
2025/2/11,24498.14143
2025/2/12,24090.57794
2025/2/13,23447.98978
2025/2/14,23790.32143
2025/2/15,23297.20249
2025/2/16,22526.43654
2025/2/17,22572.6647
2025/2/18,23662.65818
2025/2/19,24192.65612
2025/2/20,24369.09951
2025/2/21,24463.96575
2025/2/22,24698.13933
2025/2/23,24049.36026
2025/2/24,23449.96405
2025/2/25,23691.5581
2025/2/26,23436.40216
2025/2/27,23689.08392
2025/2/28,22706.74202
2025/3/1,22616.59682
2025/3/2,22323.57956
2025/3/3,22583.04426
2025/3/4,23061.10272
2025/3/5,23349.34489
2025/3/6,22937.04352
2025/3/7,22844.81986
2025/3/8,22700.76948
2025/3/9,22011.179
2025/3/10,21317.53809
2025/3/11,21426.2788
2025/3/12,21628.05245
2025/3/13,21741.08115
2025/3/14,21784.7911
2025/3/15,21915.73048
2025/3/16,21808.71874
2025/3/17,21929.19264
2025/3/18,22455.26962
2025/3/19,22466.97979
2025/3/20,22333.21275
2025/3/21,21754.99764
2025/3/22,21072.97894
2025/3/23,20688.65678
2025/3/24,20311.1874
2025/3/25,20868.39494
2025/3/26,21839.40735
2025/3/27,22148.11323
2025/3/28,22282.13751
2025/3/29,21995.14878
2025/3/30,21995.06744
2025/3/31,21885.57111
2025/4/1,21493.8374
2025/4/2,21456.49542
2025/4/3,21119.73273
2025/4/4,20489.36013
2025/4/5,18947.98989
2025/4/6,19192.5102
2025/4/7,19838.47382
2025/4/8,20386.11224
2025/4/9,20157.52219
2025/4/10,19994.02124
2025/4/11,19666.69183
2025/4/12,19577.62398
2025/4/13,19498.30745
2025/4/14,19465.52932
2025/4/15,20542.81804
2025/4/16,20579.73484
2025/4/17,20242.82538
2025/4/18,20020.47193
2025/4/19,20028.96666
2025/4/20,19854.88063
2025/4/21,19808.10299
2025/4/22,19586.59996
2025/4/23,19401.36855
2025/4/24,19324.38536
2025/4/25,19698.70764
2025/4/26,20046.74799
2025/4/27,19688.85124
2025/4/28,20117.9241
2025/4/29,19965.5007
2025/4/30,20256.56273
2025/5/1,19721.08424
2025/5/2,18290.96661
2025/5/3,17798.11051
2025/5/4,18332.0374
2025/5/5,18800.61836
2025/5/6,19357.67376
2025/5/7,19908.136
2025/5/8,19812.40127
2025/5/9,19986.24244
2025/5/10,19856.80275
2025/5/11,19543.92588
2025/5/12,19205.11597
2025/5/13,19725.39418
2025/5/14,19873.68315
2025/5/15,20009.49033
2025/5/16,19943.90831
2025/5/17,19715.67734
2025/5/18,19330.95779
2025/5/19,19254.99337
2025/5/20,19799.07747
2025/5/21,20050.5605
2025/5/22,20225.29942
2025/5/23,20334.76915
2025/5/24,20295.81031
2025/5/25,19937.37939
2025/5/26,19546.0457
2025/5/27,20111.9241
2025/5/28,20343.43168
2025/5/29,20521.14298
2025/5/30,20528.10043
2025/5/31,20533.03856
2025/6/1,19152.30913
2025/6/2,18642.82059
2025/6/3,18967.36115
2025/6/4,19414.303
2025/6/5,19767.15793
2025/6/6,19790.81888
2025/6/7,20162.43084
2025/6/8,19921.36825
2025/6/9,20093.02819
2025/6/10,20447.71662
2025/6/11,20043.70597
2025/6/12,20491.14025
2025/6/13,20769.34781
2025/6/14,20873.50175
2025/6/15,20758.9694
2025/6/16,20288.03189
2025/6/17,20789.01108
2025/6/18,21193.7231
2025/6/19,21141.90947
2025/6/20,20779.33632
2025/6/21,20596.98346
2025/6/22,20123.26606
2025/6/23,20558.57299
2025/6/24,21697.95766
2025/6/25,22457.46032
2025/6/26,23321.71823
2025/6/27,23808.50251
2025/6/28,23149.90912
2025/6/29,21544.80664
2025/6/30,21396.72007
